,Algorithm,n,time,max fs size,mean MSE,budget,r2
981,SHAP-IQ,100,3.42059326171875,4,,1895.0,0.8405214086335009
982,SHAP-IQ,100,3.418837785720825,4,,1895.0,0.858035198548412
983,SHAP-IQ,100,3.5989034175872803,4,,2000.0,0.8508077661484181
984,SHAP-IQ,100,3.5983290672302246,4,,2000.0,0.8456448736658335
985,SHAP-IQ,100,3.6412041187286377,4,,2000.0,0.8543357036572625
986,SHAP-IQ,100,3.59617280960083,4,,2000.0,0.8606507821100239
987,SHAP-IQ,100,3.601811408996582,4,,2000.0,0.8399734841157835
988,SHAP-IQ,100,3.6041502952575684,4,,2000.0,0.8520266244418526
989,SHAP-IQ,100,3.6058173179626465,4,,2000.0,0.8294126945612001
990,SHAP-IQ,100,3.605008840560913,4,,2000.0,0.8604893003997605
991,SHAP-IQ,100,3.589203119277954,4,,2000.0,0.8465915828027487
992,SHAP-IQ,100,3.5941638946533203,4,,2000.0,0.8488625160866557
993,SHAP-IQ,100,3.6083130836486816,4,,2000.0,0.8427344267173539
994,SHAP-IQ,100,3.6032485961914062,4,,2000.0,0.8423212819211523
995,SHAP-IQ,100,3.6033079624176025,4,,2000.0,0.8500884783241074
996,SHAP-IQ,100,3.6075193881988525,4,,2000.0,0.8433846634783779
997,SHAP-IQ,100,3.6056835651397705,4,,2000.0,0.8443828888710969
998,SHAP-IQ,100,3.601109266281128,4,,2000.0,0.857727266175231
999,SHAP-IQ,100,3.5970795154571533,4,,2000.0,0.8515262284500016
1000,SHAP-IQ,100,3.5952587127685547,4,,2000.0,0.8338259814053309
1001,SHAP-IQ,100,3.6073548793792725,4,,2000.0,0.8544424531513742
1002,SHAP-IQ,100,3.6022257804870605,4,,2000.0,0.8379091185858195
1003,5-STAR-SHAP,100,1.862262487411499,5,0.0,,
1004,SHAP-IQ,100,1.2828538417816162,5,,533.0,-0.18014157519329554
1005,SHAP-IQ,100,1.283524990081787,5,,533.0,-0.13723654074682035
1006,SHAP-IQ,100,1.2774848937988281,5,,533.0,-0.15845926852295156
1007,SHAP-IQ,100,1.2851955890655518,5,,533.0,-0.050467421852703254
1008,SHAP-IQ,100,1.2822544574737549,5,,533.0,-0.06341314970801304
1009,SHAP-IQ,100,1.281627893447876,5,,533.0,-0.15833466481313319
1010,SHAP-IQ,100,1.2913615703582764,5,,533.0,-0.246130292641354
1011,SHAP-IQ,100,1.2795357704162598,5,,533.0,-0.1856298311744371
1012,SHAP-IQ,100,1.2894318103790283,5,,533.0,-0.16052597615559794
1013,SHAP-IQ,100,1.2785747051239014,5,,533.0,-0.23589203153785565
